complexity,loss,score,equation,sympy_format,lambda_format,Iteration
7,17.06053,0.0077282635188877,((P + 92.47267) - Ethylguaiacol) / 1.270121,(-Ethylguaiacol + P + 92.47267)/1.270121,PySRFunction(X=>(-Ethylguaiacol + P + 92.47267)/1.270121),56
9,16.617453,0.0131570399089802,((73.19447 + Cu) + (-1.0212768 / Acenaphthylene)) - var1_Methylnaphthalene,Cu - var1_Methylnaphthalene + 73.19447 - 1.0212768/Acenaphthylene,PySRFunction(X=>Cu - var1_Methylnaphthalene + 73.19447 - 1.0212768/Acenaphthylene),56
11,16.572353,0.0013588518040364,((-0.99234676 / Acenaphthylene) + (Cu + 73.19447)) - (Fluorene * Fluorene),Cu - Fluorene*Fluorene + 73.19447 - 0.99234676/Acenaphthylene,PySRFunction(X=>Cu - Fluorene*Fluorene + 73.19447 - 0.99234676/Acenaphthylene),56
13,16.364487,0.0063111324519134,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - (-0.71092737 / var2_Methylnaphthalene)) - 4.211041,Cu - 1*4.211041 + 70.79186 - (-1)*0.71092737/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*4.211041 + 70.79186 - (-1)*0.71092737/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),56
15,16.361177,0.0001011438610164,(((84.2526 + Cu) + (-1.0473592 / Acenaphthylene)) * 0.9558226) - ((Pentacosane - -0.10167363) ^ -1.2667625),-1/(Pentacosane - 1*(-0.10167363))**1.2667625 + (Cu + 84.2526 - 1.0473592/Acenaphthylene)*0.9558226,PySRFunction(X=>-1/(Pentacosane - 1*(-0.10167363))**1.2667625 + (Cu + 84.2526 - 1.0473592/Acenaphthylene)*0.9558226),56
17,16.302889,0.0017844704902779,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - ((-0.71092737 + (0.06691909 ^ Tricosane)) / var2_Methylnaphthalene)) - 1.1197841,Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),56
3,18.073547,0.0,P + 67.80656,P + 67.80656,PySRFunction(X=>P + 67.80656),57
5,17.326275,0.0211126210483168,(65.283936 + P) - Propylguaiacol,P - Propylguaiacol + 65.283936,PySRFunction(X=>P - Propylguaiacol + 65.283936),57
7,17.06053,0.0077282635188877,((P + 92.47267) - Ethylguaiacol) / 1.270121,(-Ethylguaiacol + P + 92.47267)/1.270121,PySRFunction(X=>(-Ethylguaiacol + P + 92.47267)/1.270121),57
9,16.617453,0.0131570399089802,((73.19447 + Cu) + (-1.0212768 / Acenaphthylene)) - var1_Methylnaphthalene,Cu - var1_Methylnaphthalene + 73.19447 - 1.0212768/Acenaphthylene,PySRFunction(X=>Cu - var1_Methylnaphthalene + 73.19447 - 1.0212768/Acenaphthylene),57
11,16.572353,0.0013588518040364,((-0.99234676 / Acenaphthylene) + (Cu + 73.19447)) - (Fluorene * Fluorene),Cu - Fluorene*Fluorene + 73.19447 - 0.99234676/Acenaphthylene,PySRFunction(X=>Cu - Fluorene*Fluorene + 73.19447 - 0.99234676/Acenaphthylene),57
13,16.364487,0.0063111324519134,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - (-0.71092737 / var2_Methylnaphthalene)) - 4.211041,Cu - 1*4.211041 + 70.79186 - (-1)*0.71092737/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*4.211041 + 70.79186 - (-1)*0.71092737/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),57
15,16.361177,0.0001011438610164,(((84.2526 + Cu) + (-1.0473592 / Acenaphthylene)) * 0.9558226) - ((Pentacosane - -0.10167363) ^ -1.2667625),-1/(Pentacosane - 1*(-0.10167363))**1.2667625 + (Cu + 84.2526 - 1.0473592/Acenaphthylene)*0.9558226,PySRFunction(X=>-1/(Pentacosane - 1*(-0.10167363))**1.2667625 + (Cu + 84.2526 - 1.0473592/Acenaphthylene)*0.9558226),57
17,16.302889,0.0017844704902779,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - ((-0.71092737 + (0.06691909 ^ Tricosane)) / var2_Methylnaphthalene)) - 1.1197841,Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),57
3,18.073547,0.0,P + 67.80656,P + 67.80656,PySRFunction(X=>P + 67.80656),58
5,17.326275,0.0211126210483168,(65.283936 + P) - Propylguaiacol,P - Propylguaiacol + 65.283936,PySRFunction(X=>P - Propylguaiacol + 65.283936),58
7,17.06053,0.0077282635188877,((P + 92.47267) - Ethylguaiacol) / 1.270121,(-Ethylguaiacol + P + 92.47267)/1.270121,PySRFunction(X=>(-Ethylguaiacol + P + 92.47267)/1.270121),58
9,16.617453,0.0131570399089802,((73.19447 + Cu) + (-1.0212768 / Acenaphthylene)) - var1_Methylnaphthalene,Cu - var1_Methylnaphthalene + 73.19447 - 1.0212768/Acenaphthylene,PySRFunction(X=>Cu - var1_Methylnaphthalene + 73.19447 - 1.0212768/Acenaphthylene),58
11,16.572353,0.0013588518040364,((-0.99234676 / Acenaphthylene) + (Cu + 73.19447)) - (Fluorene * Fluorene),Cu - Fluorene*Fluorene + 73.19447 - 0.99234676/Acenaphthylene,PySRFunction(X=>Cu - Fluorene*Fluorene + 73.19447 - 0.99234676/Acenaphthylene),58
13,16.364487,0.0063111324519134,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - (-0.71092737 / var2_Methylnaphthalene)) - 4.211041,Cu - 1*4.211041 + 70.79186 - (-1)*0.71092737/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*4.211041 + 70.79186 - (-1)*0.71092737/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),58
15,16.361177,0.0001011438610164,(((84.2526 + Cu) + (-1.0473592 / Acenaphthylene)) * 0.9558226) - ((Pentacosane - -0.10167363) ^ -1.2667625),-1/(Pentacosane - 1*(-0.10167363))**1.2667625 + (Cu + 84.2526 - 1.0473592/Acenaphthylene)*0.9558226,PySRFunction(X=>-1/(Pentacosane - 1*(-0.10167363))**1.2667625 + (Cu + 84.2526 - 1.0473592/Acenaphthylene)*0.9558226),58
17,16.302889,0.0017844704902779,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - ((-0.71092737 + (0.06691909 ^ Tricosane)) / var2_Methylnaphthalene)) - 1.1197841,Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),58
3,18.073547,0.0,P + 67.80656,P + 67.80656,PySRFunction(X=>P + 67.80656),59
5,17.326275,0.0211126210483168,(65.283936 + P) - Propylguaiacol,P - Propylguaiacol + 65.283936,PySRFunction(X=>P - Propylguaiacol + 65.283936),59
7,17.06053,0.0077282635188877,((P + 92.47267) - Ethylguaiacol) / 1.270121,(-Ethylguaiacol + P + 92.47267)/1.270121,PySRFunction(X=>(-Ethylguaiacol + P + 92.47267)/1.270121),59
9,16.617453,0.0131570399089802,((73.19447 + Cu) + (-1.0212768 / Acenaphthylene)) - var1_Methylnaphthalene,Cu - var1_Methylnaphthalene + 73.19447 - 1.0212768/Acenaphthylene,PySRFunction(X=>Cu - var1_Methylnaphthalene + 73.19447 - 1.0212768/Acenaphthylene),59
11,16.572353,0.0013588518040364,((-0.99234676 / Acenaphthylene) + (Cu + 73.19447)) - (Fluorene * Fluorene),Cu - Fluorene*Fluorene + 73.19447 - 0.99234676/Acenaphthylene,PySRFunction(X=>Cu - Fluorene*Fluorene + 73.19447 - 0.99234676/Acenaphthylene),59
13,16.364487,0.0063111324519134,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - (-0.71092737 / var2_Methylnaphthalene)) - 4.211041,Cu - 1*4.211041 + 70.79186 - (-1)*0.71092737/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*4.211041 + 70.79186 - (-1)*0.71092737/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),59
15,16.361177,0.0001011438610164,(((84.2526 + Cu) + (-1.0473592 / Acenaphthylene)) * 0.9558226) - ((Pentacosane - -0.10167363) ^ -1.2667625),-1/(Pentacosane - 1*(-0.10167363))**1.2667625 + (Cu + 84.2526 - 1.0473592/Acenaphthylene)*0.9558226,PySRFunction(X=>-1/(Pentacosane - 1*(-0.10167363))**1.2667625 + (Cu + 84.2526 - 1.0473592/Acenaphthylene)*0.9558226),59
17,16.302889,0.0017844704902779,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - ((-0.71092737 + (0.06691909 ^ Tricosane)) / var2_Methylnaphthalene)) - 1.1197841,Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),59
3,18.230223,0.0,P + 60.94132,P + 60.94132,PySRFunction(X=>P + 60.94132),6
5,17.856495,0.0103567568052774,(P + 60.94132) + Ti,P + Ti + 60.94132,PySRFunction(X=>P + Ti + 60.94132),6
7,17.40127,0.0129120577630767,(P + 60.546886) + (Ti ^ 2.851052),P + Ti**2.851052 + 60.546886,PySRFunction(X=>P + Ti**2.851052 + 60.546886),6
9,17.177576,0.0064691898785095,((P + 60.546886) + (Ti ^ 2.851052)) + Pentacosane,P + Pentacosane + Ti**2.851052 + 60.546886,PySRFunction(X=>P + Pentacosane + Ti**2.851052 + 60.546886),6
11,16.87752,0.0088111266814327,(P + (((-0.154459 / Ti) / Methylfluorene) - -68.71269)) - Methylfluorene,-Methylfluorene + P - 1*(-68.71269) - 0.154459/(Methylfluorene*Ti),PySRFunction(X=>-Methylfluorene + P - 1*(-68.71269) - 0.154459/(Methylfluorene*Ti)),6
15,16.835922,0.0006169352436648,((((Propylguaiacol - -66.17314) + P) + ((-0.17543316 / Ti) / Ni)) + Fluoranthene) - var35_Dimethoxyphenol,Fluoranthene + P + Propylguaiacol - var35_Dimethoxyphenol - 1*(-66.17314) - 0.17543316/(Ni*Ti),PySRFunction(X=>Fluoranthene + P + Propylguaiacol - var35_Dimethoxyphenol - 1*(-66.17314) - 0.17543316/(Ni*Ti)),6
17,16.787434,0.0014420938115884,(54.13674 + ((((Cl + -1.427508) / Benzoepyrene) - -57.310574) - Ethylguaiacol)) + ((-0.20769311 + Hexacosane) / 0.30871704),-Ethylguaiacol + (Hexacosane - 0.20769311)/0.30871704 + 54.13674 - 1*(-57.310574) + (Cl - 1.427508)/Benzoepyrene,PySRFunction(X=>-Ethylguaiacol + (Hexacosane - 0.20769311)/0.30871704 + 54.13674 - 1*(-57.310574) + (Cl - 1.427508)/Benzoepyrene),6
19,16.449106,0.0101797505574907,(1.4839118 * ((45.15057 / 0.7283899) + ((-2.5099142 - (-0.017598465 - Fluoranthene)) / ((Octadecane / Coniferylaldehyde) + Hexacosane)))) - Hexacosane,-Hexacosane + 1.4839118*(45.15057/0.7283899 + (-(-Fluoranthene - 0.017598465) - 2.5099142)/(Hexacosane + Octadecane/Coniferylaldehyde)),PySRFunction(X=>-Hexacosane + 1.4839118*(45.15057/0.7283899 + (-(-Fluoranthene - 0.017598465) - 2.5099142)/(Hexacosane + Octadecane/Coniferylaldehyde))),6
3,18.073547,0.0,P + 67.80656,P + 67.80656,PySRFunction(X=>P + 67.80656),60
5,17.326275,0.0211126210483168,(65.283936 + P) - Propylguaiacol,P - Propylguaiacol + 65.283936,PySRFunction(X=>P - Propylguaiacol + 65.283936),60
7,17.06053,0.0077282635188877,((P + 92.47267) - Ethylguaiacol) / 1.270121,(-Ethylguaiacol + P + 92.47267)/1.270121,PySRFunction(X=>(-Ethylguaiacol + P + 92.47267)/1.270121),60
9,16.617453,0.0131570399089802,((73.19447 + Cu) + (-1.0212768 / Acenaphthylene)) - var1_Methylnaphthalene,Cu - var1_Methylnaphthalene + 73.19447 - 1.0212768/Acenaphthylene,PySRFunction(X=>Cu - var1_Methylnaphthalene + 73.19447 - 1.0212768/Acenaphthylene),60
11,16.542059,0.0022736803219376,((-0.8901287 / Acenaphthylene) + (72.2424 + Cu)) - (var3_Methylnonadecane / Octadecane),Cu + 72.2424 - var3_Methylnonadecane/Octadecane - 0.8901287/Acenaphthylene,PySRFunction(X=>Cu + 72.2424 - var3_Methylnonadecane/Octadecane - 0.8901287/Acenaphthylene),60
13,16.364487,0.0053963039340123,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - (-0.71092737 / var2_Methylnaphthalene)) - 4.211041,Cu - 1*4.211041 + 70.79186 - (-1)*0.71092737/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*4.211041 + 70.79186 - (-1)*0.71092737/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),60
15,16.361177,0.0001011438610164,(((84.2526 + Cu) + (-1.0473592 / Acenaphthylene)) * 0.9558226) - ((Pentacosane - -0.10167363) ^ -1.2667625),-1/(Pentacosane - 1*(-0.10167363))**1.2667625 + (Cu + 84.2526 - 1.0473592/Acenaphthylene)*0.9558226,PySRFunction(X=>-1/(Pentacosane - 1*(-0.10167363))**1.2667625 + (Cu + 84.2526 - 1.0473592/Acenaphthylene)*0.9558226),60
17,16.302889,0.0017844704902779,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - ((-0.71092737 + (0.06691909 ^ Tricosane)) / var2_Methylnaphthalene)) - 1.1197841,Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),60
3,18.073547,0.0,P + 67.80656,P + 67.80656,PySRFunction(X=>P + 67.80656),61
5,17.326275,0.0211126210483168,(65.283936 + P) - Propylguaiacol,P - Propylguaiacol + 65.283936,PySRFunction(X=>P - Propylguaiacol + 65.283936),61
7,17.06053,0.0077282635188877,((P + 92.47267) - Ethylguaiacol) / 1.270121,(-Ethylguaiacol + P + 92.47267)/1.270121,PySRFunction(X=>(-Ethylguaiacol + P + 92.47267)/1.270121),61
9,16.617453,0.0131570399089802,((73.19447 + Cu) + (-1.0212768 / Acenaphthylene)) - var1_Methylnaphthalene,Cu - var1_Methylnaphthalene + 73.19447 - 1.0212768/Acenaphthylene,PySRFunction(X=>Cu - var1_Methylnaphthalene + 73.19447 - 1.0212768/Acenaphthylene),61
11,16.542059,0.0022736803219376,((-0.8901287 / Acenaphthylene) + (72.2424 + Cu)) - (var3_Methylnonadecane / Octadecane),Cu + 72.2424 - var3_Methylnonadecane/Octadecane - 0.8901287/Acenaphthylene,PySRFunction(X=>Cu + 72.2424 - var3_Methylnonadecane/Octadecane - 0.8901287/Acenaphthylene),61
13,16.364487,0.0053963039340123,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - (-0.71092737 / var2_Methylnaphthalene)) - 4.211041,Cu - 1*4.211041 + 70.79186 - (-1)*0.71092737/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*4.211041 + 70.79186 - (-1)*0.71092737/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),61
15,16.361177,0.0001011438610164,(((84.2526 + Cu) + (-1.0473592 / Acenaphthylene)) * 0.9558226) - ((Pentacosane - -0.10167363) ^ -1.2667625),-1/(Pentacosane - 1*(-0.10167363))**1.2667625 + (Cu + 84.2526 - 1.0473592/Acenaphthylene)*0.9558226,PySRFunction(X=>-1/(Pentacosane - 1*(-0.10167363))**1.2667625 + (Cu + 84.2526 - 1.0473592/Acenaphthylene)*0.9558226),61
17,16.302889,0.0017844704902779,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - ((-0.71092737 + (0.06691909 ^ Tricosane)) / var2_Methylnaphthalene)) - 1.1197841,Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),61
3,18.073547,0.0,P + 67.80656,P + 67.80656,PySRFunction(X=>P + 67.80656),62
5,17.326275,0.0211126210483168,(65.283936 + P) - Propylguaiacol,P - Propylguaiacol + 65.283936,PySRFunction(X=>P - Propylguaiacol + 65.283936),62
7,17.06053,0.0077282635188877,((P + 92.47267) - Ethylguaiacol) / 1.270121,(-Ethylguaiacol + P + 92.47267)/1.270121,PySRFunction(X=>(-Ethylguaiacol + P + 92.47267)/1.270121),62
9,16.617453,0.0131570399089802,((73.19447 + Cu) + (-1.0212768 / Acenaphthylene)) - var1_Methylnaphthalene,Cu - var1_Methylnaphthalene + 73.19447 - 1.0212768/Acenaphthylene,PySRFunction(X=>Cu - var1_Methylnaphthalene + 73.19447 - 1.0212768/Acenaphthylene),62
11,16.542059,0.0022736803219376,((-0.8901287 / Acenaphthylene) + (72.2424 + Cu)) - (var3_Methylnonadecane / Octadecane),Cu + 72.2424 - var3_Methylnonadecane/Octadecane - 0.8901287/Acenaphthylene,PySRFunction(X=>Cu + 72.2424 - var3_Methylnonadecane/Octadecane - 0.8901287/Acenaphthylene),62
13,16.364487,0.0053963039340123,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - (-0.71092737 / var2_Methylnaphthalene)) - 4.211041,Cu - 1*4.211041 + 70.79186 - (-1)*0.71092737/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*4.211041 + 70.79186 - (-1)*0.71092737/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),62
15,16.361177,0.0001011438610164,(((84.2526 + Cu) + (-1.0473592 / Acenaphthylene)) * 0.9558226) - ((Pentacosane - -0.10167363) ^ -1.2667625),-1/(Pentacosane - 1*(-0.10167363))**1.2667625 + (Cu + 84.2526 - 1.0473592/Acenaphthylene)*0.9558226,PySRFunction(X=>-1/(Pentacosane - 1*(-0.10167363))**1.2667625 + (Cu + 84.2526 - 1.0473592/Acenaphthylene)*0.9558226),62
17,16.302889,0.0017844704902779,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - ((-0.71092737 + (0.06691909 ^ Tricosane)) / var2_Methylnaphthalene)) - 1.1197841,Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),62
3,18.073547,0.0,P + 67.80656,P + 67.80656,PySRFunction(X=>P + 67.80656),63
5,17.326275,0.0211126210483168,(65.283936 + P) - Propylguaiacol,P - Propylguaiacol + 65.283936,PySRFunction(X=>P - Propylguaiacol + 65.283936),63
7,17.06053,0.0077282635188877,((P + 92.47267) - Ethylguaiacol) / 1.270121,(-Ethylguaiacol + P + 92.47267)/1.270121,PySRFunction(X=>(-Ethylguaiacol + P + 92.47267)/1.270121),63
9,16.617453,0.0131570399089802,((73.19447 + Cu) + (-1.0212768 / Acenaphthylene)) - var1_Methylnaphthalene,Cu - var1_Methylnaphthalene + 73.19447 - 1.0212768/Acenaphthylene,PySRFunction(X=>Cu - var1_Methylnaphthalene + 73.19447 - 1.0212768/Acenaphthylene),63
11,16.542059,0.0022736803219376,((-0.8901287 / Acenaphthylene) + (72.2424 + Cu)) - (var3_Methylnonadecane / Octadecane),Cu + 72.2424 - var3_Methylnonadecane/Octadecane - 0.8901287/Acenaphthylene,PySRFunction(X=>Cu + 72.2424 - var3_Methylnonadecane/Octadecane - 0.8901287/Acenaphthylene),63
13,16.364487,0.0053963039340123,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - (-0.71092737 / var2_Methylnaphthalene)) - 4.211041,Cu - 1*4.211041 + 70.79186 - (-1)*0.71092737/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*4.211041 + 70.79186 - (-1)*0.71092737/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),63
15,16.361177,0.0001011438610164,(((84.2526 + Cu) + (-1.0473592 / Acenaphthylene)) * 0.9558226) - ((Pentacosane - -0.10167363) ^ -1.2667625),-1/(Pentacosane - 1*(-0.10167363))**1.2667625 + (Cu + 84.2526 - 1.0473592/Acenaphthylene)*0.9558226,PySRFunction(X=>-1/(Pentacosane - 1*(-0.10167363))**1.2667625 + (Cu + 84.2526 - 1.0473592/Acenaphthylene)*0.9558226),63
17,16.302889,0.0017844704902779,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - ((-0.71092737 + (0.06691909 ^ Tricosane)) / var2_Methylnaphthalene)) - 1.1197841,Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),63
3,18.073547,0.0,P + 67.80656,P + 67.80656,PySRFunction(X=>P + 67.80656),64
5,17.326275,0.0211126210483168,(65.283936 + P) - Propylguaiacol,P - Propylguaiacol + 65.283936,PySRFunction(X=>P - Propylguaiacol + 65.283936),64
7,17.06053,0.0077282635188877,((P + 92.47267) - Ethylguaiacol) / 1.270121,(-Ethylguaiacol + P + 92.47267)/1.270121,PySRFunction(X=>(-Ethylguaiacol + P + 92.47267)/1.270121),64
9,16.617453,0.0131570399089802,((73.19447 + Cu) + (-1.0212768 / Acenaphthylene)) - var1_Methylnaphthalene,Cu - var1_Methylnaphthalene + 73.19447 - 1.0212768/Acenaphthylene,PySRFunction(X=>Cu - var1_Methylnaphthalene + 73.19447 - 1.0212768/Acenaphthylene),64
11,16.354788,0.0079664150382362,((72.60379 + Cu) + ((-0.8578757 - Anthracene) / Acenaphthylene)) - SO_4,Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene,PySRFunction(X=>Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene),64
15,16.330507,0.0003714362141532,(((72.60379 + Cu) + ((-0.8578757 - (Anthracene + Naphthalene)) / Acenaphthylene)) - Acenaphthylene) - -0.44709995,-Acenaphthylene + Cu - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene,PySRFunction(X=>-Acenaphthylene + Cu - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene),64
17,16.302889,0.0008463111407016,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - ((-0.71092737 + (0.06691909 ^ Tricosane)) / var2_Methylnaphthalene)) - 1.1197841,Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),64
3,18.073547,0.0,P + 67.80656,P + 67.80656,PySRFunction(X=>P + 67.80656),65
5,17.326275,0.0211126210483168,(65.283936 + P) - Propylguaiacol,P - Propylguaiacol + 65.283936,PySRFunction(X=>P - Propylguaiacol + 65.283936),65
7,17.06053,0.0077282635188877,((P + 92.47267) - Ethylguaiacol) / 1.270121,(-Ethylguaiacol + P + 92.47267)/1.270121,PySRFunction(X=>(-Ethylguaiacol + P + 92.47267)/1.270121),65
9,16.617453,0.0131570399089802,((73.19447 + Cu) + (-1.0212768 / Acenaphthylene)) - var1_Methylnaphthalene,Cu - var1_Methylnaphthalene + 73.19447 - 1.0212768/Acenaphthylene,PySRFunction(X=>Cu - var1_Methylnaphthalene + 73.19447 - 1.0212768/Acenaphthylene),65
11,16.354788,0.0079664150382362,((72.60379 + Cu) + ((-0.8578757 - Anthracene) / Acenaphthylene)) - SO_4,Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene,PySRFunction(X=>Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene),65
15,16.330507,0.0003714362141532,(((72.60379 + Cu) + ((-0.8578757 - (Anthracene + Naphthalene)) / Acenaphthylene)) - Acenaphthylene) - -0.44709995,-Acenaphthylene + Cu - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene,PySRFunction(X=>-Acenaphthylene + Cu - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene),65
17,16.302889,0.0008463111407016,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - ((-0.71092737 + (0.06691909 ^ Tricosane)) / var2_Methylnaphthalene)) - 1.1197841,Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),65
3,18.073547,0.7805033379548398,P + 67.80656,P + 67.80656,PySRFunction(X=>P + 67.80656),66
5,17.326275,0.0211126210483168,(65.283936 + P) - Propylguaiacol,P - Propylguaiacol + 65.283936,PySRFunction(X=>P - Propylguaiacol + 65.283936),66
7,17.06053,0.0077282635188877,((P + 92.47267) - Ethylguaiacol) / 1.270121,(-Ethylguaiacol + P + 92.47267)/1.270121,PySRFunction(X=>(-Ethylguaiacol + P + 92.47267)/1.270121),66
9,16.617453,0.0131570399089802,((73.19447 + Cu) + (-1.0212768 / Acenaphthylene)) - var1_Methylnaphthalene,Cu - var1_Methylnaphthalene + 73.19447 - 1.0212768/Acenaphthylene,PySRFunction(X=>Cu - var1_Methylnaphthalene + 73.19447 - 1.0212768/Acenaphthylene),66
11,16.354788,0.0079664150382362,((72.60379 + Cu) + ((-0.8578757 - Anthracene) / Acenaphthylene)) - SO_4,Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene,PySRFunction(X=>Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene),66
13,16.3522,7.912682162600368e-05,(((-0.8578757 - Anthracene) / Acenaphthylene) + (72.60379 + (Cu + 1.3244835))) - Sb,Cu - Sb + 1.3244835 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene,PySRFunction(X=>Cu - Sb + 1.3244835 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene),66
15,16.330507,0.0006637456066804,(((72.60379 + Cu) + ((-0.8578757 - (Anthracene + Naphthalene)) / Acenaphthylene)) - Acenaphthylene) - -0.44709995,-Acenaphthylene + Cu - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene,PySRFunction(X=>-Acenaphthylene + Cu - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene),66
